Dialogue,Timestamp,Case,instrument-label,instrument-pred,instrument-correct,action-label,action-pred,action-correct,tissue-label,tissue-pred,tissue-correct,valid,generated_feedback,alignment_score
"so, stop for a second... so you see those... pur your retraction there, that's fine",09:30:32,1,retractor_device,retractor_device,True,,,,,,,True,Position the retractor device carefully to optimize exposure.,3
spread here with your scissors and your left hand,09:19:51,17,hand_control,hand_control,True,open_spread,open_spread,True,,,,True,Open the hand control smoothly to prepare for precise instrument movement.,3
staple across the ureter and whole shebang,16:55:05,8,,,,,,,urinary_tract,urinary_tract,True,True,Handle the urinary tract gently to avoid tissue damage.,2
"staple the ureter now, that area there",15:42:02,10,,,,,,,urinary_tract,urinary_tract,True,True,Handle the urinary tract tissues gently to prevent injury.,2
"start again, right hands go up",09:22:54,17,hand_control,hand_control,True,,,,,,,True,Maintain steady hand control for precise instrument manipulation.,2
"stay close to the prostate... uh, the adenoma, okay? just stay close",14:45:09,2,,,,,,,prostate,prostate,True,True,Handle the prostate gently to avoid tissue damage.,2
stay down stay down,09:11:23,33,,,,navigate_position,navigate_position,True,,,,True,Navigate smoothly to optimize your surgical field exposure.,2
"stay in the correct plane, yup, between the two fascial layers",15:35:44,8,,,,,,,fat_fascial_peritoneal_planes,fat_fascial_peritoneal_planes,True,True,Handle fat fascial peritoneal planes gently to avoid tissue damage.,3
stay right next to ureter...so  its unlikely you will cause damange,11:50:15,11,,,,,,,urinary_tract,urinary_tract,True,True,Handle the urinary tract gently to prevent tissue damage.,3
stop for a second,10:49:14,31,,,,interrupt_action,interrupt_action,True,,,,True,Resume the current action smoothly without unnecessary interruptions.,1
stop for a second,12:28:30,28,,,,interrupt_action,interrupt_action,True,,,,True,Resume the current action smoothly to maintain procedural flow.,1
stop look at see your needle driver It's got to be perpendicular to the needle.,17:51:46,12,suturing_tools,suturing_tools,True,,,,,,,True,Prepare the suturing tools for precise needle handling.,2
sure but take it dont put holes in the urethra,19:14:26,29,,,,,,,urinary_tract,urinary_tract,True,True,Handle the urinary tract tissues gently to prevent injury.,3
sweep along it because you are going to get into endopelvis,14:38:18,26,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Perform sweeping maneuvers smoothly to clear the surgical field effectively.,3
"sweep further, theres another layer",16:01:37,12,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Perform sweeping maneuvers gently to avoid tissue trauma.,3
"sweep it into the spoon, help her",14:43:12,26,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Perform sweeping maneuvers smoothly to clear the surgical field effectively.,3
sweep it off... start from where you know where the adenoma is and then just sweep it off,15:04:29,18,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Perform sweeping maneuvers gently to avoid tissue trauma.,3
sweep sweep sweep,09:38:40,33,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Perform sweeping maneuvers smoothly to clear the surgical field effectively.,4
"sweep this down, sweep this down",14:59:20,20,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Perform sweeping maneuvers smoothly to clear the surgical field effectively.,4
sweep towards the vein okay? always sweep towards the vein,14:42:35,22,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Perform sweeping maneuvers gently to avoid tissue trauma.,3
"sweep, sweep, sweep, that should be a very blunt dissection",09:25:52,21,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Perform sweeping maneuvers smoothly to clear the surgical field effectively.,3
sweep...You'll get into the perfect layer... sweep all those strands off....Keep sweeping first. ....Get all those bands off.,16:01:54,12,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Perform sweeping maneuvers smoothly to clear the surgical field effectively.,4
take it,09:27:28,24,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip to ensure tissue stability.,3
take it,15:35:00,10,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip to ensure tissue stability.,2
take it,15:40:51,10,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip to ensure tissue stability.,3
"take it a little higher, you don't want something dangling in your face, that's really annoying.",09:11:32,33,,,,navigate_position,navigate_position,True,,,,True,Navigate smoothly to maintain optimal visualization and avoid tissue trauma.,3
take it..no up..deep,15:34:09,10,,,,navigate_position,navigate_position,True,,,,True,Navigate smoothly to optimize your surgical field exposure.,2
take loop w R hand and w L retract,15:20:48,10,hand_control,hand_control,True,,,,,,,True,Maintain steady hand control for precise instrument manipulation.,2
"take one more... yeah, one more bite of that",15:10:29,2,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip to ensure tissue stability.,2
"that looks too small, looks like there are 2 veins",17:05:12,7,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Handle neurovascular structures gently to prevent bleeding and preserve function.,2
"that's ___, you can't push that, yeah. it's a vessel right there, right in the middle, yeah, it's not going to push off",12:01:34,28,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Handle neurovascular structures gently to prevent bleeding and preserve function.,3
that's a whole bowel up there,15:35:33,23,,,,,,,gastrointestinal_tract,gastrointestinal_tract,True,True,Avoid unnecessary manipulation of the gastrointestinal tract.,3
that's it you can grab that peritoneum and thats it on the left,08:56:32,19,hand_control,hand_control,True,grip_hold,grip_hold,True,fat_fascial_peritoneal_planes,fat_fascial_peritoneal_planes,True,True,Maintain a gentle grip on the fat and fascial planes to avoid tissue trauma.,3
that's probably the vein that you just cut,14:52:02,22,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Handle neurovascular structures gently to prevent bleeding and preserve function.,2
thats fine but youre taking a lot of urethra,19:07:51,29,,,,,,,urinary_tract,urinary_tract,True,True,Handle the urinary tract tissues gently to prevent injury.,3
"thats it, okay now close the peritineum",08:45:48,19,,,,,,,fat_fascial_peritoneal_planes,fat_fascial_peritoneal_planes,True,True,Handle fat fascial peritoneal planes gently to avoid tissue damage.,2
thats not how you break a stitch man,17:03:51,22,suturing_tools,suturing_tools,True,,,,,,,True,Prepare the suturing tools for precise needle handling.,2
thats not the correct plane...its between the two fascial layers,15:35:48,8,,,,,,,fat_fascial_peritoneal_planes,fat_fascial_peritoneal_planes,True,True,Handle fat and fascial planes gently to avoid unnecessary trauma.,3
thats the capsule fibers,16:44:23,9,,,,,,,muscular_capsular_structures,muscular_capsular_structures,True,True,Handle muscular capsular structures gently to prevent tissue damage.,3
thats the ves,15:31:33,22,,,,,,,seminal_vesicle_vas,seminal_vesicle_vas,True,True,Handle the seminal vesicle and vas carefully to avoid tissue damage.,2
"thats too much, take less",16:57:40,26,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip to ensure tissue stability.,2
the lateral... lateral stuff... lateral,10:37:53,1,,,,,,,miscellaneous,miscellaneous,True,True,Maintain clear visualization of all tissues during dissection.,3
"the reason why I like it wide, is because I like to be able to see the shape of the prostate as you are doing this",09:56:05,33,,,,,,,prostate,prostate,True,True,Handle the prostate gently to avoid tissue damage.,2
the vein dangling in your face... the vein,16:25:21,32,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Handle neurovascular structures gently to prevent bleeding and preserve function.,3
"the whole point is to make the ureter completely irrelevant to your work, right?",09:22:28,33,,,,,,,urinary_tract,urinary_tract,True,True,Handle the urinary tract gently to avoid tissue damage.,3
"there are times when you have to hold the posterior bladder neck, and there are times you don't have to",13:55:57,4,,,,,,,prostate,prostate,True,True,Handle the prostate gently to avoid tissue damage.,2
"there thats where you are going to grab, do you see it?",08:51:58,19,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip to ensure tissue stability.,3
"there you go, that is finally the first good one there, okay?",11:00:31,21,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Handle neurovascular structures with utmost care to prevent injury.,2
"there's a few open vessels... yeah, just burn those",10:44:10,1,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Handle vascular neurovascular structures gently to avoid bleeding or nerve damage.,2
"theres a vessel there, careful of vessel",16:09:00,6,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Handle vascular neurovascular structures gently to avoid bleeding or nerve damage.,4
"theres something bleeding down there, buzz it directly",17:16:04,13,energy_device,energy_device,True,coagulate,coagulate,True,,,,True,Apply energy precisely to avoid collateral tissue damage.,2
"these little things that are tethering the vein up, you can buzz them or sweep them down",15:52:12,32,energy_device,energy_device,True,coagulate,coagulate,True,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Coagulate neurovascular structures carefully to prevent thermal injury.,2
this first one you have to travel a little bit,16:43:23,22,,,,navigate_position,navigate_position,True,,,,True,Navigate smoothly to optimize your surgical field exposure.,3
this is a vessel here that is tethering you,17:47:58,29,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Handle neurovascular structures gently to prevent bleeding and preserve function.,2
this is ileostomy,15:42:41,23,,,,,,,gastrointestinal_tract,gastrointestinal_tract,True,True,Avoid unnecessary manipulation of the gastrointestinal tract.,2
"this is the vein, there's a vein there",09:49:36,24,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Handle neurovascular structures gently to prevent bleeding and preserve function.,2
"this is whats tethering the vein, see how its all wispy and everything here",15:56:15,32,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Handle vascular neurovascular structures gently to prevent bleeding or nerve damage.,3
this isnt like a strength suture,12:48:39,31,suturing_tools,suturing_tools,True,,,,,,,True,Prepare the suturing tools for precise needle handling.,2
those are all vessels,17:45:37,29,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Handle neurovascular structures with utmost care to prevent bleeding and preserve function.,3
"those little red vessels, tiny vessels. I would burn them as you see them, because if you rip them off they are going to bleed",09:32:56,33,energy_device,energy_device,True,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Use energy device cautiously near neurovascular structures to prevent damage.,3
"to save yourself this re grab, when you grab your needle for the first time, act like you know what your next bite is going to be. does that make sense?",16:49:21,22,suturing_tools,suturing_tools,True,,,,,,,True,Prepare the suturing tools for precise needle handling.,3
"too far, come a little bit closer to the prostate",09:59:18,33,,,,,,,prostate,prostate,True,True,Handle the prostate gently to avoid tissue damage.,2
"travel, travel",11:09:28,21,,,,navigate_position,navigate_position,True,,,,True,Navigate smoothly to maintain optimal visualization and avoid tissue trauma.,3
try and get under the SV first before you do that,11:08:14,31,,,,navigate_position,navigate_position,True,seminal_vesicle_vas,seminal_vesicle_vas,True,True,Navigate carefully around the seminal vesicle and vas deferens to avoid injury.,3
"try something, instead of holding this, put your closed left hand in here and your push it this way",09:05:52,17,hand_control,hand_control,True,,,,,,,True,Maintain steady hand control for precise instrument manipulation.,2
try to grab the end of the sac and bring the sac up,08:53:04,19,,,,grip_hold,grip_hold,True,miscellaneous,miscellaneous,True,True,Maintain a secure grip on the tissue to prevent slippage.,3
try to open that space up,14:49:07,22,,,,open_spread,open_spread,True,,,,True,Open and spread tissues gently to maintain clear visualization.,4
turn,17:55:34,12,,,,rotate_turn,rotate_turn,True,urinary_tract,urinary_tract,True,True,Rotate gently to avoid trauma to the urinary tract.,4
turn,18:58:30,29,,,,rotate_turn,rotate_turn,True,,,,True,Rotate the instrument smoothly to maintain precise control.,4
turn,19:04:59,29,,,,rotate_turn,rotate_turn,True,,,,True,Rotate the instrument smoothly to maintain precise control.,4
turn,19:09:27,29,,,,rotate_turn,rotate_turn,True,,,,True,Rotate the instrument smoothly to maintain precise control.,4
turn dont pull,17:52:48,12,,,,rotate_turn,rotate_turn,True,,,,True,Rotate the instrument smoothly to maintain precise control.,3
"turn dont push, turn",17:52:37,12,,,,rotate_turn,rotate_turn,True,,,,True,Rotate the instrument smoothly to maintain precise control.,4
turn more,19:05:01,29,,,,rotate_turn,rotate_turn,True,,,,True,Rotate the instrument smoothly to maintain precise control.,3
turn turn turn turn,19:16:32,29,,,,rotate_turn,rotate_turn,True,,,,True,Rotate the instrument smoothly to maintain precise control.,4
"uh huh, yes this little band",14:44:05,15,None,None,True,,,,,,,True,"Please provide instrument, action, and tissue details for guidance.",2
"uh if anything, I would want to stay short of how far you want to go distally, because you don't want to get to the rectourethralis muscle",09:54:26,1,,,,,,,muscular_capsular_structures,muscular_capsular_structures,True,True,Handle muscular capsular structures gently to prevent tissue damage.,2
uh you should have...im ok taking together but i want a good exposure of the artery...I want to see it..,15:54:37,6,,,,,,,None,None,True,True,Proceed with instrument selection to begin the procedure.,2
up high near the liver,09:13:55,24,,,,,,,miscellaneous,miscellaneous,True,True,Focus on precise tissue handling to avoid unnecessary trauma.,2
vessel right there ok?,16:37:31,13,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Handle neurovascular structures gently to prevent bleeding and preserve function.,2
watch your arm,16:20:32,32,,,,inspect,inspect,True,,,,True,Inspect the surgical field carefully for anatomical landmarks and abnormalities.,2
"watch your suture, you don't want that to touch the camera lens. if you smudge your camera you will lose your console time",16:40:45,22,suturing_tools,suturing_tools,True,,,,,,,True,Prepare the suturing tools for precise needle handling.,2
well uh in this case a 3-0 on a SH,16:57:46,13,suturing_tools,suturing_tools,True,,,,,,,True,Prepare the suturing tools for precise needle handling.,2
when this kind of a thing is not available,13:56:07,4,,,,,,,prostate,prostate,True,True,Handle the prostate gently to avoid tissue trauma.,2
"when youre at the hilum your strokes have to be smaller...because lets say theres a lumbar vein here...big stride could have ripped it right thru, if you make your moves smaller, and...much smaller injury",15:52:02,6,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Handle neurovascular structures with extreme care to prevent bleeding and preserve function.,3
where is it? look at your 4th arm,18:22:11,12,auxiliary_arm,auxiliary_arm,True,,,,,,,True,Position the auxiliary arm to optimize exposure and instrument reach.,2
where is the bowel?,15:42:02,23,,,,,,,gastrointestinal_tract,gastrointestinal_tract,True,True,Avoid unnecessary manipulation of the gastrointestinal tract.,2
"where is the ureter, I want to see the ureter",16:01:46,32,,,,,,,urinary_tract,urinary_tract,True,True,Handle the urinary tract tissues gently to prevent injury.,2
where is this artery in the scan?,09:48:14,24,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Handle neurovascular structures gently to prevent bleeding and preserve function.,2
where you come out has to be closer to where you just came out on the urethra,18:58:08,29,,,,,,,urinary_tract,urinary_tract,True,True,Handle the urinary tract tissues gently to prevent injury.,2
wheres the ureter,10:16:54,11,,,,,,,urinary_tract,urinary_tract,True,True,Handle the urinary tract gently to prevent tissue damage.,2
wheres your other stitch,19:17:17,29,suturing_tools,suturing_tools,True,,,,,,,True,Prepare the suturing tools for precise needle handling.,2
why is this thing up in the air like this? your fourth arm,14:28:32,3,auxiliary_arm,auxiliary_arm,True,,,,,,,True,Stabilize the field using the auxiliary arm for optimal exposure.,3
whyd you let go of the stitch,19:16:25,29,suturing_tools,suturing_tools,True,,,,,,,True,Prepare the suturing tools for precise needle handling.,2
work toward the bladder first bc its more avascular,16:47:46,13,,,,,,,urinary_tract,urinary_tract,True,True,Handle the urinary tract tissues gently to prevent injury.,2
yeah,09:32:03,33,,,,None,None,True,,,,True,Proceed with the next step when ready.,4
"yeah but you need to drop it up there, see that? that's where you drop it",09:09:04,17,,,,release_instrument,release_instrument,True,,,,True,Release the instrument smoothly to avoid tissue trauma.,3
yeah go,19:15:18,29,,,,None,None,True,,,,True,Proceed with caution and prepare for the next step.,4
yeah just buzz that,10:28:08,31,,,,coagulate,coagulate,True,,,,True,Apply coagulation precisely to control bleeding effectively.,4
yeah lift that up and now you can gently buzz and sweep the stuff off,15:49:15,32,energy_device,energy_device,True,coagulate,coagulate,True,None,None,True,True,Use the energy device to coagulate precisely and avoid collateral damage.,2
yeah maybe cut that tissue,15:21:29,15,,,,cut_divide,cut_divide,True,,,,True,Perform cutting precisely to avoid unnecessary tissue damage.,3
yeah pre buzz it,15:58:08,32,,,,coagulate,coagulate,True,,,,True,Apply coagulation precisely to control bleeding effectively.,5
yeah the stump,17:11:41,7,,,,,,,None,None,True,True,Proceed carefully and maintain situational awareness.,2
"yeah, I think those needles are reasonably big, so i think it should be fine",15:17:08,15,suturing_tools,suturing_tools,True,,,,,,,True,Prepare the suturing tools for precise needle handling.,2
"yeah, I think you just got to keep it low",16:12:42,32,,,,navigate_position,navigate_position,True,,,,True,Navigate smoothly to maintain optimal visualization and avoid tissue trauma.,2
"yeah, deeper doesn't mean more far away, deeper just means deeper",15:10:52,2,None,None,True,,,,,,,True,"Please provide instrument, action, and tissue details for guidance.",2
"yeah, it'll grow close to the muscle, just open it here",14:28:48,3,,,,open_spread,open_spread,True,,,,True,Open and spread tissues gently to maintain clear visualization.,3
"yeah, just open there up... the point is to separate... look up here, look up here",09:16:17,21,,,,open_spread,open_spread,True,,,,True,Open and spread tissues gently to avoid unnecessary trauma.,3
"yeah, so I would not waste your time doing this, you see you had to let go of the needle... just throw and you cinch all at the end, it's just a little bit more efficient",11:18:21,1,suturing_tools,suturing_tools,True,,,,,,,True,Prepare the suturing tools for precise needle handling.,2
"yeah, so that's the problem... okay come back... so I'm going to take over for a quick second, okay?",09:23:37,1,,,,navigate_position,navigate_position,True,,,,True,Navigate smoothly to optimize your surgical field exposure.,2
"yeah, so the goal is to eventually grab the tip of the SV, you may not be able to do that immediately but grab whatever you can and then lift",09:41:24,1,,,,grip_hold,grip_hold,True,seminal_vesicle_vas,seminal_vesicle_vas,True,True,Maintain a gentle grip on the seminal vesicle and vas deferens.,3
"yeah, you can, you can... I thought when you were talking about the lateral thing I thought you were talking about the anteiror part",09:22:44,1,,,,,,,miscellaneous,miscellaneous,True,True,Maintain steady control and avoid unnecessary tissue manipulation.,2
"yeah, you could probably get rid of the vas now",09:40:40,1,,,,,,,seminal_vesicle_vas,seminal_vesicle_vas,True,True,Handle the seminal vesicle and vas carefully to avoid tissue damage.,2
yes,14:51:00,26,,,,,,,prostate,prostate,True,True,Handle the prostate gently to avoid tissue damage.,2
"yes like that, what you were doing it but a little bit more force",09:38:52,33,None,None,True,,,,,,,True,"Please provide instrument, action, and tissue details for guidance.",2
"yes, drop it, beautiful, just like that uh huh",14:46:58,15,,,,release_instrument,release_instrument,True,,,,True,Release the instrument smoothly to avoid tissue trauma.,4
you can even come 1 mm closer to the prostate,09:14:19,1,,,,,,,prostate,prostate,True,True,Handle the prostate gently to avoid tissue damage.,2
you can grab it,15:31:24,10,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip to ensure tissue stability.,3
"you can open that up though, yeah that thing",10:31:37,1,energy_device,energy_device,True,open_spread,open_spread,True,,,,True,Use the energy device to open and spread tissues carefully.,3
you can regrab and turn more,19:16:38,29,,,,grip_hold,grip_hold,True,,,,True,Maintain a firm grip to stabilize the tissue effectively.,3
you can release your 4th arm,15:43:18,10,auxiliary_arm,auxiliary_arm,True,,,,,,,True,Stabilize the field using the auxiliary arm for optimal exposure.,1
you can see the... you can grab the tissue posterior,13:56:34,4,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip to ensure tissue stability.,3
"you can start with that, and then... once you free it up a little bit... get a better grab",09:35:32,1,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip to ensure tissue stability.,3
"you didn't get it, you didn't get mucosa",10:19:04,16,,,,,,,gastrointestinal_tract,gastrointestinal_tract,True,True,Avoid unnecessary manipulation of the gastrointestinal tract.,2
"you don't have to buzz for fun, buzz on that crease, on the frindge",14:31:03,2,,,,coagulate,coagulate,True,,,,True,Apply coagulation precisely to control bleeding effectively.,2
"you don't want to get into bleeders there, you want to know where your ureter is, you don't want to injure your ureter, you want to know where your nerve is. The cognitive load of thinking about all of those structures should be less and less as you identify each of these structures and not only identify it but take them out of concern.",09:25:54,33,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Handle neurovascular structures gently to prevent bleeding and preserve function.,3
"you dont have to hook it, you can buzz it",15:52:17,32,,,,coagulate,coagulate,True,,,,True,Apply coagulation precisely to control bleeding effectively.,2
"you got to actually where the bleeder is, you have no idea where it is",14:48:01,2,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Handle neurovascular structures gently to prevent bleeding and preserve function.,2
you got to grab,19:18:53,29,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip to ensure tissue stability.,3
you gotta grab it,19:00:29,29,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip to ensure tissue stability.,4
you need help?,15:30:50,23,None,None,True,,,,,,,True,Proceed with instrument selection to begin the procedure.,2
you need to adjust for the amount of bladder neck you have here with minimal amount of the urethra,12:26:42,25,,,,,,,urinary_tract,urinary_tract,True,True,Handle the urinary tract tissues gently to prevent injury.,2
you need to grab the peritineum down there,08:51:13,19,,,,grip_hold,grip_hold,True,fat_fascial_peritoneal_planes,fat_fascial_peritoneal_planes,True,True,Maintain a gentle grip on the fat and fascial planes to avoid tissue trauma.,3
you saw what you did right?..you literally just poked 2 holes in the same vein cause of a lack of awareness,15:45:04,6,energy_device,energy_device,True,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Use energy device cautiously near neurovascular structures to prevent damage.,3
you see how you're grabbing your needle its gonna spin like that,17:51:42,12,suturing_tools,suturing_tools,True,,,,,,,True,Prepare the suturing tools for precise needle handling.,2
"you see that, right? you can actually even see how thin your posterior bladder neck is... yeah",09:28:20,1,,,,,,,urinary_tract,urinary_tract,True,True,Handle the urinary tract tissue gently to prevent injury.,2
"you see the edge of the prostate back there, yup, so don't go too close, stay a little lower. if you're working medially, you should be holding medially",12:18:48,28,,,,,,,prostate,prostate,True,True,Handle the prostate gently to avoid tissue damage.,3
you should find the ureter pretty soon,09:19:56,33,,,,,,,urinary_tract,urinary_tract,True,True,Handle the urinary tract tissues gently to prevent injury.,2
you want to be going down this way,17:41:11,29,,,,navigate_position,navigate_position,True,,,,True,Navigate smoothly to maintain optimal visualization and avoid tissue trauma.,3
you want to see how you can get around all this tissue,14:43:21,22,suturing_tools,suturing_tools,True,,,,,,,True,Prepare the suturing tools for precise needle handling.,2
you want to switch to a needle driver?,17:45:20,9,suturing_tools,suturing_tools,True,,,,,,,True,Prepare the suturing tools for precise needle handling.,3
you're getting tangled up in your suture a little bit,16:39:37,22,suturing_tools,suturing_tools,True,,,,,,,True,Prepare the suturing tools for precise needle handling.,2
"you're stabbing through the tissue again, hold on stop stop stop do you have any idea where the tip of your graspers is?",16:59:40,22,,,,,,,miscellaneous,miscellaneous,True,True,Maintain clear visualization of all tissues during dissection.,1
"you're working in a hole, its okay, but normally you'd want to open this up so you weren't in a hole",09:20:25,17,,,,open_spread,open_spread,True,,,,True,Open and spread tissues gently to avoid unnecessary trauma.,3
your 4th arm,15:38:52,8,auxiliary_arm,auxiliary_arm,True,,,,,,,True,Stabilize the field using the auxiliary arm for optimal exposure.,4
"your L hands not doing anthing, pull towards cam",15:50:31,8,hand_control,hand_control,True,,,,,,,True,Maintain steady hand control for precise instrument manipulation.,2
"your angle is barely correct, so more under the prostate",09:27:27,1,,,,,,,prostate,prostate,True,True,Handle the prostate gently to avoid tissue trauma.,2
your left hand is facing this way,09:23:37,17,hand_control,hand_control,True,,,,,,,True,Maintain steady hand control for precise instrument manipulation.,2
your right hand is fine,09:23:22,17,hand_control,hand_control,True,,,,,,,True,Maintain steady hand control for precise instrument manipulation.,3
"yup, I think yeah I like it",19:15:14,29,,,,None,None,True,,,,True,Proceed with instrument selection to begin the procedure.,2
zoom in where you tied your suture,16:16:08,18,suturing_tools,suturing_tools,True,,,,,,,True,Prepare the suturing tools for precise needle handling.,2
"zoom in where you tied your suture, please",16:16:11,18,suturing_tools,suturing_tools,True,,,,,,,True,Prepare the suturing tools for precise needle handling.,2
